GCA_008065175.1	1506549	Metschnikowia caudata	EBD-CdVSA57-2
GCA_008065185.1	1506549	Metschnikowia caudata	EBD-CdVSA08-1
GCA_002370635.1	390697	Metschnikowia cerradonensis	UFMG 03-T67.1
GCA_002374395.1	390697	Metschnikowia cerradonensis	UFMG 03-T68.1
GCA_009746055.1	2259054	Metschnikowia citriensis	FL01
GCA_002370175.1	473035	Metschnikowia colocasiae	UWOPS 03-202.1
GCA_002374465.1	473035	Metschnikowia colocasiae	UWOPS 03-134.2
GCA_002370835.1	73517	Metschnikowia continentalis	UWOPS 95-402.1
GCA_002374775.1	73517	Metschnikowia continentalis	UWOPS 96-173
GCA_002374405.1	1323754	Metschnikowia cubensis	MUCL 45753
GCA_002370125.1	1323754	Metschnikowia cubensis	MUCL 45751
GCA_009756545.1	174643	Metschnikowia dekortorum	UWOPS 01-522a5
GCA_002374455.1	174643	Metschnikowia dekortorum	UWOPS 01-142b3
GCA_002370735.1	174643	Metschnikowia dekortorum	UWOPS 03-172.2
GCA_002370475.1	1506548	Metschnikowia drakensbergensis	EBD-CdVSA10-2A
GCA_002370595.1	1506548	Metschnikowia drakensbergensis	EBD-CdVSA09-2T
GCA_002893735.1	135833	Metschnikowia drosophilae	UWOPS83-1135.3
GCA_002893705.1	135833	Metschnikowia drosophilae	UWOPS83-1143.1
GCA_000317355.2	1200864	Metschnikowia fructicola 277	277
GCA_003017285.1	178747	Metschnikowia fructicola	AP47
GCA_002370815.1	301365	Metschnikowia hamakuensis	UWOPS 04-199.1
GCA_002374595.1	301365	Metschnikowia hamakuensis	UWOPS 04-207.1
GCA_002370325.1	27323	Metschnikowia hawaiiensis	UWOPS 87-2203.2
GCA_002374695.1	27323	Metschnikowia hawaiiensis	UWOPS 91-745.2
GCA_002374725.1	73520	Metschnikowia hibisci	UWOPS 95-797.2
GCA_002370455.1	73520	Metschnikowia hibisci	UWOPS 95-805.1
GCA_002374535.1	301367	Metschnikowia kamakouana	UWOPS 04-112.5
GCA_002370315.1	301367	Metschnikowia kamakouana	UWOPS 04-206.1
GCA_002370135.1	197673	Metschnikowia kipukae	UWOPS 00-669.2
GCA_002370915.1	135832	Metschnikowia lochheadii	UWOPS 99-661.1
GCA_002374545.1	135832	Metschnikowia lochheadii	UWOPS 03-167a3
GCA_002370695.1	1697387	Metschnikowia matae var. maris	UFMG-CM-Y397T
GCA_002374375.1	1697386	Metschnikowia matae var. matae	UFMG-CM-Y395T
GCA_002370655.1	1697386	Metschnikowia matae var. matae	UFMG-CM-Y391A
GCA_002374555.1	301368	Metschnikowia mauinuiana	UWOPS 04-190.1
GCA_002370755.1	301368	Metschnikowia mauinuiana	UWOPS 04-110.4
GCA_002893665.1	150224	Metschnikowia orientalis	UWOPS99-745.6
GCA_002893685.1	150224	Metschnikowia orientalis	UWOPS05-269.1
